detail,source,timestamp,title,url
"登录.坐落于西部山城的重庆交通大学，有哪些好专业呢？.湖南科技大学都有哪些好专业呢？您了解吗？.全国民族团结进步示范州，四川阿坝藏族羌族自治州有几所高校呢？.考研分数不高，本科学校也不好，调剂还想选个好学校，可行么？.我，县城在编高中老师，月入4k,15年感悟：寒门真的难出贵子.放弃保研清华、北大，从美国硅谷女强人到中国主持人，亮相央视.山东大学2021年强基计划招生简章发布！附2020年各省市入围分数线.山东省高校排名出炉，山东大学稳居榜首，齐鲁工业大学争议较大.设为首页.使用百度前必读.意见反馈.京公网安备11000002000001号.",职场那些事2020,2020年7月13日 06:00,有哪些好专业?特色专业有哪些呢?该如何选择呢?,https://baijiahao.baidu.com/s?id=1672004179700059098&wfr=spider&for=pc
登录.一线班主任：保证初中生9小时睡眠有多难？我们能为此做些什么？.初三数学名校联考模拟试卷，冲刺中考，周末可以选用.北上广深新中考考试科目和分值比较，“全科考试”时代来了吗？.工作多年后才发现，文科生和理科生的差别，不是一星半点.考研分数不高，本科学校也不好，调剂还想选个好学校，可行么？.华南师范大学2020年广东省本科各专业录取分数统计（含位次）.低重点线45分！这17所双一流大学招收重点线下学子，数据全盘点.理科生心中有三个“王牌专业”，就业率较高，每年报考都很火爆.设为首页.使用百度前必读.意见反馈.京公网安备11000002000001号.,途虫的百味旅途,2020年7月25日 17:46,"2019年在各省最低录取位次参考,在2020年排行榜上表现",https://baijiahao.baidu.com/s?id=1673181663018371752&wfr=spider&for=pc
登录.资深女外交官章启月即将离任中国驻希腊大使.制作传播侮辱江歌母女漫画，安徽一女子一审被判刑一年.上海广播电视台推文献人物传记纪录片《理想照耀中国2》.2021年高考大事备忘录，建议高三考生和家长收藏.2021年高考过了本科线，仍有20%学生上不了本科，原因是这样.高考志愿填报不求人，五步高考志愿填报法帮你搞定，原来你也可以.考研分数不高，本科学校也不好，调剂还想选个好学校，可行么？.高考志愿填报，调剂要不要同意？不同意，你可能要复读一年！.设为首页.使用百度前必读.意见反馈.京公网安备11000002000001号.,澎湃新闻,2020年7月31日 15:36,"招办:白湘菱不符合学校录取要求,没有破格的先例",https://baijiahao.baidu.com/s?id=1673717255314959537&wfr=spider&for=pc
登录.2021高考未至，安徽这名高一学生就被清华大学录取，本硕博连读！.江苏这所专科高校名气不大，就业质量却很高，毕业生86%进入国企.哈工程发布考研录取名单，430分考生泪洒复试，初试倒数第一逆袭.2021年高考大事备忘录，建议高三考生和家长收藏.2021年高考过了本科线，仍有20%学生上不了本科，原因是这样.高考志愿填报不求人，五步高考志愿填报法帮你搞定，原来你也可以.高考志愿：防退档只服从调剂还不够，105%投档一定有人被退档吗？.高考志愿填报，调剂要不要同意？不同意，你可能要复读一年！.设为首页.使用百度前必读.意见反馈.京公网安备11000002000001号.,教育特参,2020年8月7日 16:31,"最难考的5所大学,居首,海大、中石大实力不凡!",https://baijiahao.baidu.com/s?id=1674335783795083664&wfr=spider&for=pc
登录.台湾是一颗璀璨明珠，来到台湾，有三大景点最值得一去，你去么？.盘点：湖南常德值得一去的三大旅游景区，你想去哪一个？.要啥穷游！武汉这6家免费景点够你玩一年！有山有水还能赏樱花.考研分数不高，本科学校也不好，调剂还想选个好学校，可行么？.放弃保研清华、北大，从美国硅谷女强人到中国主持人，亮相央视.山东大学2021年强基计划招生简章发布！附2020年各省市入围分数线.山东省高校排名出炉，山东大学稳居榜首，齐鲁工业大学争议较大.山东大学设“死亡教育课”已开课14年：普及程度还远远不够.设为首页.使用百度前必读.意见反馈.京公网安备11000002000001号.,90后旅行,2020年8月7日 23:46,"在读书是什么体验?千言万语汇成一句话,那就是一种幸福",https://baijiahao.baidu.com/s?id=1674382111412198499&wfr=spider&for=pc
登录.考研分数不高，本科学校也不好，调剂还想选个好学校，可行么？.放弃保研清华、北大，从美国硅谷女强人到中国主持人，亮相央视.以前很辉煌，但如今很落寞的4所“985”，兰大排在第四！.山东大学2021年强基计划招生简章发布！附2020年各省市入围分数线.山东省高校排名出炉，山东大学稳居榜首，齐鲁工业大学争议较大.设为首页.使用百度前必读.意见反馈.京公网安备11000002000001号.,学校的那些事情,2020年8月10日 16:28,"这所大学曾以“”命名,如今位于小县城,沦落为二本大学",https://baijiahao.baidu.com/s?id=1674621646373198666&wfr=spider&for=pc
登录.国内大学排名格局大变：山大首次入围，清华仅第五，中科大登顶！.上海地铁偷拍7旬老人怒怼“没教养”：道德是自律而不是他律！.学习全靠老师监督拉拽，赶快停止机械式的消极学习吧！.为什么一定要考985、211？真相很残酷！转给高三，不要高考后遗憾.南京大学：对不起，浙江大学，当年没合并南医大，我不后悔.考研分数不高，本科学校也不好，调剂还想选个好学校，可行么？.放弃保研清华、北大，从美国硅谷女强人到中国主持人，亮相央视.我国承认“联考成绩”的美术名校名单，实力前20大学，75%要校考.设为首页.使用百度前必读.意见反馈.京公网安备11000002000001号.,壹教堂,2020年8月14日 15:33,"浙江大学VS:两大方面综合对比,谁会更胜一筹?",https://baijiahao.baidu.com/s?id=1674985234218845410&wfr=spider&for=pc
登录.集美大学延揽人才，安家费最高1000万，厦门理工学院有望更名大学.独立转设，湖北一高校正式更名挂牌，湖北恩施迎来一所新本科大学.专科文凭找工作受制约，想要提升学历，升本科有哪些途径？.湖北统招专升本【2019&2020】录取分数线汇总.这4所院校录取分数线偏低，想圆“军人梦”的考生，可以参考.工作多年后才发现，文科生和理科生的差别，不是一星半点.考研分数不高，本科学校也不好，调剂还想选个好学校，可行么？.山东大学2021年强基计划招生简章发布！附2020年各省市入围分数线.设为首页.使用百度前必读.意见反馈.京公网安备11000002000001号.,小鱼儿会飞,2020年8月29日 11:09,"2020年录取分数线发布,录取最低分不到600,河北最高",https://baijiahao.baidu.com/s?id=1676327613106047948&wfr=spider&for=pc
登录.考研拟录取了还能被刷掉？来看一看某高校招生的“奇葩”操作.盘点2021年考研“失意”的初试高分者，逆袭者为何总是倒数几名.考研进“哈工程”最容易的一年，大量专业缺额复试，调剂要趁早.2021年高考大事备忘录，建议高三考生和家长收藏.2021年高考过了本科线，仍有20%学生上不了本科，原因是这样.高考志愿填报不求人，五步高考志愿填报法帮你搞定，原来你也可以.高考志愿填报，调剂要不要同意？不同意，你可能要复读一年！.考研分数不高，本科学校也不好，调剂还想选个好学校，可行么？.设为首页.使用百度前必读.意见反馈.京公网安备11000002000001号.,皮豆扯教育,2020年9月1日 22:30,"新增4个招生计划,仅有1名考生报考,其他3人选择复读",https://baijiahao.baidu.com/s?id=1676640086876134554&wfr=spider&for=pc
"登录.还有3个月又高考，给美术生们提点醒，专业课不能放松.谁说“笨”小孩不能成为天才？没有笨学生，只有懒家长.小学生奇葩作文走红网络，脑洞大开，家长：笑到肚子疼.有关部门通知，老师的教龄决定职称，老师们的“福音”来了.数学学习的4种著名方法：刻意练习、整体性学习、费曼学习法.我，县城在编高中老师，月入4k,15年感悟：寒门真的难出贵子.放弃保研清华、北大，从美国硅谷女强人到中国主持人，亮相央视.一年级下册数学：填空题专项复习汇总，孩子吃透，考试白捡20分！.设为首页.使用百度前必读.意见反馈.京公网安备11000002000001号.",k12助学馆,2020年9月10日 12:05,"站起来了,力压北大清华,曾经数学物理化学专业的主宰",https://baijiahao.baidu.com/s?id=1677418297770143869&wfr=spider&for=pc
登录.集美大学延揽人才，安家费最高1000万，厦门理工学院有望更名大学.独立转设，湖北一高校正式更名挂牌，湖北恩施迎来一所新本科大学.专科文凭找工作受制约，想要提升学历，升本科有哪些途径？.湖北统招专升本【2019&2020】录取分数线汇总.这4所院校录取分数线偏低，想圆“军人梦”的考生，可以参考.工作多年后才发现，文科生和理科生的差别，不是一星半点.考研分数不高，本科学校也不好，调剂还想选个好学校，可行么？.华南师范大学2020年广东省本科各专业录取分数统计（含位次）.设为首页.使用百度前必读.意见反馈.京公网安备11000002000001号.,小鱼儿会飞,2020年9月19日 07:52,"最牛大学,2020年本科录取分数线发布,最低429分",https://baijiahao.baidu.com/s?id=1678217759563700047&wfr=spider&for=pc
登录.一睹为快！华中科技大学的机械工程实力到底有多牛？.快来看！北京理工大学隆重发布2021年“强基计划”招生简章.考生想了解大连理工大学的实力，从这3项国家级“认证”开始.2021年高考大事备忘录，建议高三考生和家长收藏.2021年高考过了本科线，仍有20%学生上不了本科，原因是这样.湖北统招专升本【2019&2020】录取分数线汇总.高考志愿填报不求人，五步高考志愿填报法帮你搞定，原来你也可以.高考不是成为“军官”的唯一途径，还有4种办法，望周知.设为首页.使用百度前必读.意见反馈.京公网安备11000002000001号.,陈姐谈志愿,2020年10月17日 14:48,"2020年新高考元年,各专业录取分数线大排名",https://baijiahao.baidu.com/s?id=1680780652468032808&wfr=spider&for=pc
登录.@纪台镇广大父老乡亲，清明祭扫，一起倡议.包头市教育局发布中小学及托幼机构诺如病毒感染防控指引.祭祀出游好时光 莫使烟火扰“清明”.山东大学：以志愿服务引领青年学史力行.通知丨山东发布海陆大风双预警，局部阵风达10级.新进展！南崇铁路预计2022年通车，将延伸到凭祥.武昌文华中学师生祭扫英烈墓，重温入党誓词党员教师、李汉俊烈士重孙郑重领誓.茶百道奶茶中竟有牙签，回应：系骑手个人行为！平台已将其拉黑.设为首页.使用百度前必读.意见反馈.京公网安备11000002000001号.,湘湘带你看社会,2020年10月24日 20:21,2020校友泉城行代表团到我区参观考察济南中央商务区,https://baijiahao.baidu.com/s?id=1681435714579539316&wfr=spider&for=pc
登录.硬核实力！7位“男神学霸”，来自四川同所高校，全部保研985.2021版中国大学文科实力排行榜新鲜出炉！北京大学排名榜首.速递！2021校友会中国大学文科实力排名，北大人大雄居冠亚军.2021年高考大事备忘录，建议高三考生和家长收藏.2021年高考过了本科线，仍有20%学生上不了本科，原因是这样.高考志愿：如何根据分数，快速圈出目标院校？简单几步，又快又准.高考志愿：刚上一二本线，志愿怎么填？两种策略，低分也不怕滑档.高考不是成为“军官”的唯一途径，还有4种办法，望周知.设为首页.使用百度前必读.意见反馈.京公网安备11000002000001号.,中国教育那些事,2020年11月1日 16:39,高考分数线!2020年高考在山东和河南省各专业录取分数线,https://baijiahao.baidu.com/s?id=1682146586847004154&wfr=spider&for=pc
登录.4月10日打印准考证！2021年体育单招文化考试考前提醒.泗水县实验小学开展“学党史、祭英烈、学先烈、做先锋”主题教育活动.威海市城里中学唱响提升教育教学质量三部曲.老中医毕生精髓：中药药性《三字经》，非常实用，建议收藏.坚持喝黄芪水，30多岁夫妻，为什么会有不一样的结果？.约上草，“互联网+中药材”为人类健康赋能.经验交流｜广东省中医院：传承创新引领高水平中医医院建设.“国家中医大脑创新联合体”在杭启动.设为首页.使用百度前必读.意见反馈.京公网安备11000002000001号.,山东教育新闻网,2020年11月3日 16:20,国家重点研发计划“中药口服制剂先进制造关键技术与示范...,https://baijiahao.baidu.com/s?id=1682326571995580068&wfr=spider&for=pc
登录.少林武当围攻光明顶，“罪魁祸首”是灭绝师太？明教咋会惹到她？.六派围攻光明顶，为何“罪魁祸首”是灭绝师太？明教咋会惹到她？.刘备对徐庶投降曹操很惋惜，12年后发生这一事，刘备彻底死心了.曾国藩：自律的人生，从“早起”开始.少帅张学良的传奇一生，被囚禁半生仍能长寿.抗美援朝中的长津湖之战，主席调兵围歼美国王牌军，结果如何？.新中国第一位遇刺的高级干部，当过毛主席秘书，儿子中将儿媳少将.他装疯卖傻14年，靠装睡从白公馆逃脱，回家后妻子已经不认识他了.设为首页.使用百度前必读.意见反馈.京公网安备11000002000001号.,老宋故事说,2020年11月6日 09:06,"6姓家奴张宗昌,全人都痛恨他,唯独必须“感恩”",https://baijiahao.baidu.com/s?id=1682571049216888777&wfr=spider&for=pc
半岛网微博.半岛网微信.半岛网.新闻中心.教育.扫描到手机.x.返回半岛网首页>>.相关阅读.山东哪些考生符合保送生条件？怎么办理录取手续？来看通知.山东2021夏季“学考”即将报名 6月25日开考.青岛开发区交警发布2021年清明假期安全出行提示.小姑娘一口气报名8个项目比拼，2021“半岛杯”才艺大赛报名火爆.为国家发展培养栋梁之材！2021年考入青岛五十八中共有10种方式.为何大批高分考生选择这所民办高中？青大附中高中2021年招生引关注.青科大举办“机扬青春 就赢未来”2021年专场招聘会.为地球发声 | 2021地球一小时活动圆满落幕.2021年度“萌新磨课会”在青岛启动 培养思政课教学“新秀”.社会力量办体育 中国家庭帆船赛2021年将继续落户青岛.新闻热点.18年钟情不忘 唐鹤德晒照缅怀张国荣并配文：想你了！.清明假期将迎“补偿式”出行 济铁预计发送旅客210万人.6+23！3月31日云南瑞丽新增确诊6例 新增无症状感染者23例.青岛首届樱花节4月1日启幕 力争五年跻身国内“顶流”.首届青岛樱花节将于4月1日开幕 主会场设在中山公园.教育新闻.山东哪些考生符合保送生条件？怎么办理录取手续？来看通知.百年风华正茂 青岛这所学校的红色快闪震撼来袭.山东普通中小学校优秀德育实施方案名单公布 共100个.中文“四六级”真的来了！《国际中文教育中文水平等级标准》发布.半岛网.,半岛网官网,2021年1月1日 22:16,"2021年选科,高考生一定关注这些要求",http://news.bandao.cn/a/449241.html
登录.我市中考体育科目4月10日开考 三项合计满分50分.「就业」东华大学招95名海内外优秀人才，即日起报名！.如何培养一流人才？中山大学用这十二个字回答.滨州实验学校一年级知行团队举行执笔礼活动.三明将乐：乘风破浪的小哥哥小姐姐.山东威海喜迎1所“重量级”大学，占地130亩，有望9月对外招生.徐州市知行联盟“四有”好教师团队第三次研修活动.天津12岁少年成功横渡琼州海峡.设为首页.使用百度前必读.意见反馈.京公网安备11000002000001号.,教育信息速报,2020年11月9日 08:51,体育学院学生实践基地落户雪野湖毅知行我爱帆船俱乐部,https://baijiahao.baidu.com/s?id=1682844581266368483&wfr=spider&for=pc
登录.A股一季度100家企业IPO 比去年同期大幅增加96%.生活用纸迎涨价潮！有品牌涨幅超10%，你会去囤纸吗？.成本不足3元！得物“防伪套装”也要防伪？.西汉的隶书这么美？武威出土2000年前木简，手写书法墨迹如新.老人800万出售传家宝，文物局准备1万元收购被拒绝，后拍卖1980万.牡丹文化节期间，洛阳多家博物馆周一正常开放.安藤忠雄最新力作！耗资8亿打造世界级博物馆，3000件艺术珍藏品.农民造假文物却不识字，想出奇招，使考古界多了一门新学科.设为首页.使用百度前必读.意见反馈.京公网安备11000002000001号.,海报新闻,2020年12月23日 14:44,家门口的“国家级”!博物馆入选历史考古类国家一级博物馆,https://baijiahao.baidu.com/s?id=1686851329735836549&wfr=spider&for=pc
登录.有学生称赞姚老师是好老师！姚老师的同事们也该客观公正说真话！.焦作十七中姚燕燕老师不是一个人在战斗！庭审时她的发言很精彩！.学校不得要求学生提前到校！怎样理解？意思是早自习要取消了吗？.2021年高考大事备忘录，建议高三考生和家长收藏.2021年高考过了本科线，仍有20%学生上不了本科，原因是这样.北大学霸杨紫涵：学好语文，从三方面着手就够了，不用花太多时间.我国承认“联考成绩”的美术名校名单，实力前20大学，75%要校考.高考志愿填报不求人，五步高考志愿填报法帮你搞定，原来你也可以.设为首页.使用百度前必读.意见反馈.京公网安备11000002000001号.,大教育评论,2020年8月1日 00:28,"请问,什么叫“这种考生”?请回答!",https://baijiahao.baidu.com/s?id=1673742860455904182&wfr=spider&for=pc
登录.拟录取后也难？一顿考研猛如虎，提到导师怂如鼠.考研拟录取后，父母“夸夸群”集体上线了.考研录取名单纷纷出炉，我的朋友圈，被刷屏了.考研分数不高，本科学校也不好，调剂还想选个好学校，可行么？.山东大学2021年强基计划招生简章发布！附2020年各省市入围分数线.放弃保研清华、北大，从美国硅谷女强人到中国主持人，亮相央视.以前很辉煌，但如今很落寞的4所“985”，兰大排在第四！.山东省高校排名出炉，山东大学稳居榜首，齐鲁工业大学争议较大.设为首页.使用百度前必读.意见反馈.京公网安备11000002000001号.,教育好好说,2020年10月16日 22:53,"2020年,所有985高校本科新生人数汇总,最多",https://baijiahao.baidu.com/s?id=1680720111745359765&wfr=spider&for=pc
登录.构建“12349”养老体系 用信息化手段解决养老难题.智慧多功能杆：智慧城市感知最佳载体.最高2000万元！财政支持新政！鼓励企业高水平技术改造、上云发展.武汉邀约“全球大脑”揭榜挂帅.科技创新赋能国家级经开区发展.2021年洛阳市科创成果直通车专场活动在新安县开启.沈裕谋：推动硬科技创新发展.桔论｜招商、引才！看山东这个县如何演绎新“鸡黍之约”？.设为首页.使用百度前必读.意见反馈.京公网安备11000002000001号.,山东人工智能众创平台,2020年10月26日 19:18,平台董事长孙元强出席“2020校友泉城行”活动,https://baijiahao.baidu.com/s?id=1681597871864373375&wfr=spider&for=pc
登录.1保送1预录清华大学！河南省实验中学2人被清华丘成桐班提前锁定.全省2人！湖南师大附中陈茁卓同学入选清华大学丘成桐领军计划！.清华大学河北招生组组长刘青教授莅临石家庄一中与优秀学生面对面.有关部门通知，老师的教龄决定职称，老师们的“福音”来了.数学老师：七年级下册吃透这份详细知识点，数学期末考试稳拿高分.保研夏令营开营在即，这九个注意事项你急需了解！.用脚踹、骂学生是傻*，这些支教大学生配不上老师这个称呼.大学毕业没有考到“英语四六级”，这些工作没机会，学生要重视.设为首页.使用百度前必读.意见反馈.京公网安备11000002000001号.,校园快报,2020年10月27日 11:12,"她学分绩点3.94,从山西师大保研!参加了这些大学的预推免",https://baijiahao.baidu.com/s?id=1681672982353148705&wfr=spider&for=pc
登录.一喝粥就烧心怎么办？饮食睡眠注意这6点.云南铁路部门公布瑞丽地区免费退票措施.成都最新路况！成都周边多个收费站关闭.工作多年后才发现，文科生和理科生的差别，不是一星半点.从知识重构到思维重置，新文科之“新”.考研分数不高，本科学校也不好，调剂还想选个好学校，可行么？.适合文科生报考的专业有哪些？想要多赚钱，不如看看这几个专业.山东大学2021年强基计划招生简章发布！附2020年各省市入围分数线.设为首页.使用百度前必读.意见反馈.京公网安备11000002000001号.,潇湘晨报,2020年11月4日 13:28,全国新文科教育研究中心在揭牌,https://baijiahao.baidu.com/s?id=1682411152761864221&wfr=spider&for=pc
登录.江苏北部的一座小县城，拥有一座机场、两座高铁站，GDP突破600亿.中部地区30强城市排名：长沙第一、鹰潭第九，安徽省9市上榜.江苏在建一条新地铁，全长24.6公里，不在南京、苏州.考研分数不高，本科学校也不好，调剂还想选个好学校，可行么？.放弃保研清华、北大，从美国硅谷女强人到中国主持人，亮相央视.山东省高校排名出炉，山东大学稳居榜首，齐鲁工业大学争议较大.山东大学2021年强基计划招生简章发布！附2020年各省市入围分数线.以前很辉煌，但如今很落寞的4所“985”，兰大排在第四！.设为首页.使用百度前必读.意见反馈.京公网安备11000002000001号.,城市百角,2020年11月10日 12:42,10强大学:第一、齐鲁大学第四、济南大学第十,https://baijiahao.baidu.com/s?id=1682946774156438866&wfr=spider&for=pc
登录.2021高校最新排名，清华掉至第八名，哈工大位居榜首，北大最惨.家长发错消息至孩子班级群，老师傻眼了，家长：恨不得注销账号.江苏这所四部门共建的大学，学科实力强，却被叫做“野鸡”大学.2021年高考大事备忘录，建议高三考生和家长收藏.2021年高考过了本科线，仍有20%学生上不了本科，原因是这样.高考志愿填报，调剂要不要同意？不同意，你可能要复读一年！.高考志愿填报不求人，五步高考志愿填报法帮你搞定，原来你也可以.考研分数不高，本科学校也不好，调剂还想选个好学校，可行么？.设为首页.使用百度前必读.意见反馈.京公网安备11000002000001号.,大学有趣事,2020年11月14日 20:54,"考生被录取,开学不到一个星期就选择复读,理由实在荒谬",https://baijiahao.baidu.com/s?id=1683340364454036765&wfr=spider&for=pc
登录.我市中考体育科目4月10日开考 三项合计满分50分.「就业」东华大学招95名海内外优秀人才，即日起报名！.如何培养一流人才？中山大学用这十二个字回答.考研分数不高，本科学校也不好，调剂还想选个好学校，可行么？.山东大学2021年强基计划招生简章发布！附2020年各省市入围分数线.放弃保研清华、北大，从美国硅谷女强人到中国主持人，亮相央视.山东省高校排名出炉，山东大学稳居榜首，齐鲁工业大学争议较大.以前很辉煌，但如今很落寞的4所“985”，兰大排在第四！.设为首页.使用百度前必读.意见反馈.京公网安备11000002000001号.,教育信息速报,2020年11月25日 08:27,"明年将新增机器人工程等4个专业,杰出青年人才引进,年薪不...",https://baijiahao.baidu.com/s?id=1684294140019678167&wfr=spider&for=pc
登录.闽南师大与漳州人才发展集团签订战略合作框架协议.台铁列车事故原因初步查明：货车溜车后遭列车撞击.云南瑞丽疫情新冠肺炎病毒或从缅甸输入 未发现变异情况.济南市完成艾滋病高危人群规模估计现场调查工作.19岁大学生感染艾滋病自白：酒吧认识的“哥哥”，造成终身遗憾.云南澜沧 赋能培训助她力 蓄力迈上新征程.珠海“惠民工程”来了！总投资10亿元，将于今年7月投入运营.南宁市武鸣区召开2021年卫生健康工作会议.设为首页.使用百度前必读.意见反馈.京公网安备11000002000001号.,东南网,2020年12月16日 14:55,"生艾滋病调查不容乐观,五年增长295.2%?炒旧闻",https://baijiahao.baidu.com/s?id=1686216871400080733&wfr=spider&for=pc
登录.山东大学部署“深化审计整改，加强风险排查”专项行动.山东大学与国网山东电力签署产教融合合作框架协议.山东大学召开2021年春季学期本科教育工作会议.大学毕业后，学生“档案去向”很重要，这样保存更可靠.大学里看似不起眼的证书，就业时成“最强筹码”，学生要尽早准备.将来5年“最吃香”的4大证书，有证在手就业不愁，大家抓紧考.这几类大学生“毕业即失业”？简历太空企业不待见，新生要重视.洛南通：洛南县高起点谋划2021年全县职业技能提升培训工作.设为首页.使用百度前必读.意见反馈.京公网安备11000002000001号.,山东大学,2020年12月16日 19:28,"确保学生充分高质量就业,举行就业工作推进会",https://baijiahao.baidu.com/s?id=1686234039240610623&wfr=spider&for=pc
登录.山东大学部署“深化审计整改，加强风险排查”专项行动.山东大学与国网山东电力签署产教融合合作框架协议.山东大学召开2021年春季学期本科教育工作会议.辽宁考古工作人员支走旁人，往口袋里装下一个玉器，转手卖320万.三星堆的前传，就藏在史书为古蜀国写的日记里.老人800万出售传家宝，文物局准备1万元收购被拒绝，后拍卖1980万.揭秘文物“仿制营”：3D建模、以沙为料，呈现原汁原味.三星堆从何而来，又为何消失？三星堆遗址考古重大发现今日揭晓.设为首页.使用百度前必读.意见反馈.京公网安备11000002000001号.,山东大学,2020年12月16日 19:37,姜波教授当选国际古迹遗址理事会副主席,https://baijiahao.baidu.com/s?id=1686234635400607106&wfr=spider&for=pc
登录.移民船被“推来推去” 希腊土耳其互相指责.时隔60年，日本奈良猪瘟再度出现.缅甸警方对20名演艺人员发布逮捕令.山东滨州：数百中学生求知海盐博物馆.西汉的隶书这么美？武威出土2000年前木简，手写书法墨迹如新.如何看待“母系社会”说辞？北大教授吴飞：根本就没有母系社会.老人800万出售传家宝，文物局准备1万元收购被拒绝，后拍卖1980万.牡丹文化节期间，洛阳多家博物馆周一正常开放.设为首页.使用百度前必读.意见反馈.京公网安备11000002000001号.,新时报,2020年12月23日 15:11,博物馆入选国家一级博物馆,https://baijiahao.baidu.com/s?id=1686852067981083885&wfr=spider&for=pc
登录.一种新的设计框架可以减少家庭和建筑的能源需求.温州交警：一重型普通货车与自行车相撞，造成自行车骑手当场死亡.江西警方悬赏30万元缉凶！涉及一起故意杀人案.拟录取之后还应该注意什么，这些事不抓紧时间做，小心来不及了.研究生读下来究竟要花多少钱？算完后不少人感慨：早知道就考研了.考上研究生之后，该如何和导师相处，学长学姐给你分享真实经验.浙大教授郑强称：空姐有必要收研究生？培养优秀人才去天上倒水？.这篇开学典礼校长致辞完全可以脱稿演讲，因为发言稿提纲太好记了.设为首页.使用百度前必读.意见反馈.京公网安备11000002000001号.,环球网,2020年9月24日 14:45,2020级研究生开学典礼举行,https://baijiahao.baidu.com/s?id=1678696954589814770&wfr=spider&for=pc
登录.五湖四海的人们“网购鲜花”致敬戍边英烈 一切只为“清澈的爱”.宁夏固原弘文中学坚持26年师生徒步54公路缅怀革命先烈.如何培养一流人才？中山大学用这十二个字回答.考研分数不高，本科学校也不好，调剂还想选个好学校，可行么？.山东大学2021年强基计划招生简章发布！附2020年各省市入围分数线.放弃保研清华、北大，从美国硅谷女强人到中国主持人，亮相央视.以前很辉煌，但如今很落寞的4所“985”，兰大排在第四！.山东省高校排名出炉，山东大学稳居榜首，齐鲁工业大学争议较大.设为首页.使用百度前必读.意见反馈.京公网安备11000002000001号.,央广网,2020年10月31日 20:14,明年招生人数与今年持平 新增四个本科专业,https://baijiahao.baidu.com/s?id=1682069652985262302&wfr=spider&for=pc
登录.中短途出行成主力 清明假期首日山东公路、铁路、机场迎出行高峰.烟台：清明假期第一天男子酒驾被查 车上还有4名返乡祭祖的工友.问政追踪｜临沂临沭一小区存在两个物业：新物业已入住 试用期两个月免收物业费.重磅官宣！华中科技大学，获支持建设世界一流大学！.《奋斗百年路 启航新征程》向建设世界一流大学迈进（辉煌历程）.中国历史最悠久的这所大学！能够保住世界一流大学建设高校吗?.书记高配副部院士有望出任校长，省部共建的康复大学起点有多高？.放弃保研清华、北大，从美国硅谷女强人到中国主持人，亮相央视.设为首页.使用百度前必读.意见反馈.京公网安备11000002000001号.,闪电新闻,2020年11月25日 08:59,构建一流师资队伍 助推世界一流大学建设,https://baijiahao.baidu.com/s?id=1684294813663359493&wfr=spider&for=pc
